Word (he),Word (en),Root,Part of speech,Binyan,Meaning
מִזְרָקָה,mizraka,"['ז', 'ר', 'ק']",Noun,"miktala pattern, feminine",fountain
זְרִיקָה,zrika,"['ז', 'ר', 'ק']",Noun,"ktila pattern, feminine","injection, shot"
לְהַזְרִיק,lehazrik,"['ז', 'ר', 'ק']",Verb,hif'il,to inject
זֵר,zer,"['ז', 'ר', 'ר']",Noun,"ketel pattern, masculine","wreath, bouquet"
לְהֵיחָבֵא,lehechave,"['ח', 'ב', 'א']",Verb,nif'al,to be hidden
לְהִתְחַבֵּא,lehitchabe,"['ח', 'ב', 'א']",Verb,hitpa'el,to hide oneself
לְהַחְבִּיא,lehachbi,"['ח', 'ב', 'א']",Verb,hif'il,"to hide, to conceal"
מַחְבּוֹא,machbo,"['ח', 'ב', 'א']",Noun,"maktol pattern, masculine","hiding place, hideout"
תַּחְבִּיב,tachbiv,"['ח', 'ב', 'ב']",Noun,"taktil pattern, masculine",hobby
חָבִיב,chaviv,"['ח', 'ב', 'ב']",Adjective,katil pattern,"pleasant, agreeable, likeable; favourite, darling"
לְחַבֵּב,lechabev,"['ח', 'ב', 'ב']",Verb,pi'el,"to like, to be fond of, to cherish"
לַחְבּוֹב,lachbov,"['ח', 'ב', 'ב']",Verb,pa'al,"to love, to treat with affection (biblical)"
לְהִתְחַבֵּב,lehitchabev,"['ח', 'ב', 'ב']",Verb,hitpa'el,"to become endeared, to become beloved (על)"
חִיבָּה,chiba,"['ח', 'ב', 'ב']",Noun,"kitla pattern, feminine","fondness, affection"
חַבּוּשׁ,chabush,[],Noun,masculine,quince
לַחְבּוֹט,lachbot,"['ח', 'ב', 'ט']",Verb,pa'al,"to pound, to beat"
מַחְבֵּט,machbet,"['ח', 'ב', 'ט']",Noun,"maktel pattern, masculine","racket, bat (sports)"
לְהֵיחָבֵט,lehechavet,"['ח', 'ב', 'ט']",Verb,nif'al,"to bump into, to be hurt by (ב, עם)"
לְהִתְחַבֵּט,lehitchabet,"['ח', 'ב', 'ט']",Verb,hitpa'el,"to think over, to deliberate, to ponder (לגבי); to twitch, to jerk about; to wrestle, to tackle (עם)"
חָבוּי,chavuy,"['ח', 'ב', 'ה']",Adjective,katul pattern,"hidden, invisible, unseen"
חָבִית,chavit,[],Noun,feminine,"barrel, cask, drum; barrel (unit of volume)"
חֲבָל,chaval,"['ח', 'ב', 'ל']",Adverb,it's a pity; what a waste (על); bad luck!,
חוֹבֵל,chovel,"['ח', 'ב', 'ל']",Noun,"kotel pattern, masculine",sailor; naval officer
תַּחְבּוּלָה,tachbula,"['ח', 'ב', 'ל']",Noun,feminine,"trick, stratagem"
חֲבִילָה,chavila,"['ח', 'ב', 'ל']",Noun,"ktila pattern, feminine","package, bundle; parcel"
חָבוּל,chavul,"['ח', 'ב', 'ל']",Adjective,katul pattern,"beaten, injured, battered"
חֶבֶל,chevel,"['ח', 'ב', 'ל']",Noun,"ketel pattern, masculine",rope; clothesline; skipping rope
לְחַבֵּל,lechabel,"['ח', 'ב', 'ל']",Verb,pi'el,"to sabotage, to damage (ב-)"
לְהֵיחָבֵל,lehechavel,"['ח', 'ב', 'ל']",Verb,nif'al,"to be bruised, injured"
לַחְבּוֹל,lachbol,"['ח', 'ב', 'ל']",Verb,pa'al,"to hit, to injure, to damage"
מְחַבֵּל,mechabel,"['ח', 'ב', 'ל']",Noun,"mekattel pattern, masculine",terrorist
חִיבּוּק,chibuk,"['ח', 'ב', 'ק']",Noun,"kittul pattern, masculine","embrace, hug"
לַחְבּוֹק,lachbok,"['ח', 'ב', 'ק']",Verb,pa'al,"to embrace, to clasp, to clinch"
לְחַבֵּק,lechabek,"['ח', 'ב', 'ק']",Verb,pi'el,"to embrace, to hug"
לְהִתְחַבֵּק,lehitchabek,"['ח', 'ב', 'ק']",Verb,hitpa'el,"to embrace, to hug (each other); to cuddle"
לְהַחְבִּיר,lehachbir,"['ח', 'ב', 'ר']",Verb,hif'il,"to connect, to join (lit.)"
לְהִתְחַבֵּר,lehitchaber,"['ח', 'ב', 'ר']",Verb,hitpa'el,to join together
חֲבֵרָה,chavera,"['ח', 'ב', 'ר']",Noun,feminine,girlfriend; (female) friend; member (of an organisation)
הִתְחַבְּרוּת,hitchabrut,"['ח', 'ב', 'ר']",Noun,"hitkattlut pattern, feminine","joining, attachment"
מַחְבֶּרֶת,machberet,"['ח', 'ב', 'ר']",Noun,"maktelet pattern, feminine","notebook, exercise book"
תַּחְבִּיר,tachbir,"['ח', 'ב', 'ר']",Noun,"taktil pattern, masculine",syntax
חֲבוּרָה,chavura,"['ח', 'ב', 'ר']",Noun,"ktula pattern, feminine","company, group, gang"
חֶבְרָה,chevra,"['ח', 'ב', 'ר']",Noun,"kitla pattern, feminine","company, society"
חָבֵר,chaver,"['ח', 'ב', 'ר']",Noun,"katel pattern, masculine","friend, companion; boyfriend; member (of an organisation)"
לַחֲבוֹר,lachavor,"['ח', 'ב', 'ר']",Verb,pa'al,"to team up, to unite, to join"
חֶבְרָתִי,chevrati,"['ח', 'ב', 'ר']",Adjective,social,
לְחַבֵּר,lechaber,"['ח', 'ב', 'ר']",Verb,pi'el,"to connect, to join"
חִיבּוּר,chibur,"['ח', 'ב', 'ר']",Noun,"kittul pattern, masculine","addition (mathematics); joining; composition, essay"
תַּחְבּוּרָה,tachbura,"['ח', 'ב', 'ר']",Noun,"taktula pattern, feminine","transportation, transport, mass transit"
חַבְרוּתִי,chavruti,"['ח', 'ב', 'ר']",Adjective,"friendly, sociable",
חֶבְרַת תְּעוּפָה,chevrat te'ufa,[],Noun,"airline, airline company",
לְהֵיחָבֵשׁ,lehechavesh,"['ח', 'ב', 'ש']",Verb,nif'al,to be bandaged
לַחְבּוֹשׁ,lachbosh,"['ח', 'ב', 'ש']",Verb,pa'al,to bandage; to put on (a hat)
חֲבִישָׁה,chavisha,"['ח', 'ב', 'ש']",Noun,"ktila pattern, masculine","bandaging, dressing; head-covering; saddling; imprisonment"
חוֹבֵשׁ,chovesh,"['ח', 'ב', 'ש']",Noun,"kotel pattern, masculine","medic (military), medical assistant"
חֲבִיתָה,chavita,"['ח', 'ב', 'ת']",Noun,"ktila pattern, feminine",fried egg
מַחְבָת,machvat,"['ח', 'ב', 'ת']",Noun,"maktal pattern, feminine","frying pan, skillet"
חֲגִיגָה,chagiga,"['ח', 'ג', 'ג']",Noun,"ktila pattern, feminine","celebration, fest"
חַג,chag,"['ח', 'ג', 'ג']",Noun,"ketel pattern, masculine",holiday
לָחוֹג,lachog,"['ח', 'ג', 'ג']",Verb,pa'al,to celebrate
לְהֵיחָגֵג,lehechageg,"['ח', 'ג', 'ג']",Verb,nif'al,to be celebrated
חֲגִיגִי,chagigi,"['ח', 'ג', 'ג']",Adjective,ktili pattern,"festive; solemn, formal"
לַחְגּוֹר,lachgor,"['ח', 'ג', 'ר']",Verb,pa'al,"to wear a belt, to girdle"
חֲגוֹרָה,chagora,"['ח', 'ג', 'ר']",Noun,"ktola pattern, feminine",belt
חַד,chad,[],Particle,"one (Aramaic); mono-, uni-, one- (in compound words)",
חַדּוּת,chadut,"['ח', 'ד', 'ד']",Noun,feminine,"sharpness, acuteness, keenness"
חַד,chad,"['ח', 'ד', 'ד']",Adjective,kal pattern,"sharp, acute"
לְחַדֵּד,lechaded,"['ח', 'ד', 'ד']",Verb,pi'el,"to hone, to sharpen"
חֶדְווָה,chedva,"['ח', 'ד', 'ו']",Noun,"kitla pattern, feminine","joy, rejoicing, gaiety (lit.)"
מֶחְדָּל,mechdal,"['ח', 'ד', 'ל']",Noun,"miktal pattern, masculine",failure; omission; default
חִידָּלוֹן,chidalon,"['ח', 'ד', 'ל']",Noun,"kittalon pattern, masculine","cessation, end, oblivion, destruction (lit.)"
לַחְדּוֹל,lachdol,"['ח', 'ד', 'ל']",Verb,pa'al,"to stop, to cease, to leave off (מן)"
חֵדֶק,chedek,"['ח', 'ד', 'ק']",Noun,"ketel pattern, masculine","proboscis, trunk (elephant)"
לְהַחְדִּיר,lehachdir,"['ח', 'ד', 'ר']",Verb,hif'il,"to introduce, to instil"
חֶדֶר,cheder,"['ח', 'ד', 'ר']",Noun,"ketel pattern, masculine",room
לַחְדּוֹר,lachdor,"['ח', 'ד', 'ר']",Verb,pa'al,"to penetrate, to enter (אל, ל-)"
חֶדֶר אוֹכֶל,cheder ochel,[],Noun,dining room,
חֶדֶר אַמְבַּטְיָה,cheder ambatya,[],Noun,bathroom,
חֲדַר כּוֹשֶׁר,chadar kosher,[],Noun,"gymnasium, gym",
חֲדַר שֵׁינָה,chadar shena,[],Noun,bedroom,
חָדָשׁ,chadash,"['ח', 'ד', 'ש']",Adjective,katal pattern,new
לְהִתְחַדֵּשׁ,lehitchadesh,"['ח', 'ד', 'ש']",Verb,hitpa'el,"to regenerate, to be renewed"
חוֹדֶשׁ,chodesh,"['ח', 'ד', 'ש']",Noun,"kotel pattern, masculine",month
הִתְחַדְּשׁוּת,hitchadshut,"['ח', 'ד', 'ש']",Noun,"hitkattlut pattern, feminine",renewal
חַדְשָׁן,chadshan,"['ח', 'ד', 'ש']",Noun,"katlan pattern, masculine",innovator
חַדְשָׁנִי,chadshani,"['ח', 'ד', 'ש']",Adjective,innovative,
חוֹדְשַׁייִם,chodshayim,"['ח', 'ד', 'ש']",Noun,masculine,two months
חוֹדְשִׁי,chodshi,"['ח', 'ד', 'ש']",Adjective,monthly,
לְחַדֵּשׁ,lechadesh,"['ח', 'ד', 'ש']",Verb,pi'el,"to renew, to innovate, to modernise"
חִידּוּשׁ,chidush,"['ח', 'ד', 'ש']",Noun,"kittul pattern, masculine","innovation, novelty; renewal, renovation"
תַּחְדִּישׁ,tachdish,"['ח', 'ד', 'ש']",Noun,"taktil pattern, masculine",neologism
לָחוּב,lachuv,"['ח', 'ו', 'ב']",Verb,pa'al,"to owe, to be obliged"
לָחוּג,lachug,"['ח', 'ו', 'ג']",Verb,pa'al,"to circle, to revolve"
מְחוּגָה,mechuga,"['ח', 'ו', 'ג']",Noun,"mekula pattern, feminine",compass (drawing device)
מָחוֹג,machog,"['ח', 'ו', 'ג']",Noun,"miktal pattern, masculine","hand (on a clock), needle (on a meter)"
לָחוּד,lachud,"['ח', 'ו', 'ד']",Verb,pa'al,to give a riddle
חִידָה,chida,"['ח', 'ו', 'ד']",Noun,"ktila pattern, feminine","riddle, puzzle"
חִידוֹן,chidon,"['ח', 'ו', 'ד']",Noun,masculine,"quiz, charade"
חַווָּה,chava,[],Noun,feminine,"farm, ranch"
מָחוֹז,machoz,"['ח', 'ו', 'ז']",Noun,"miktal pattern, masculine","district, state, province, territory, region"
חוֹחַ,choach,[],Noun,"thistle, briar",
חוּט,chut,"['ח', 'ו', 'ט']",Noun,masculine,"thread, string; wire"
לְחַווֵּט,lechavet,"['ח', 'ו', 'ט']",Verb,pi'el,"to wire, to connect with wires"
חֲווָיָה,chavaya,"['ח', 'ו', 'ה']",Noun,"ktala pattern, feminine",experience
מַחֲווֶה,machave,"['ח', 'ו', 'ה']",Noun,"maktel pattern, masculine",pointer
לְהַחֲווֹת,lehachavot,"['ח', 'ו', 'ה']",Verb,hif'il,"to indicate, to gesture, to give a sign"
מֶחְווָה,mechva,"['ח', 'ו', 'ה']",Noun,"miktal pattern, feminine",gesture
לַחֲווֹת,lachavot,"['ח', 'ו', 'ה']",Verb,pa'al,to experience
לְחַוּוֹת,lechavot,"['ח', 'ו', 'ה']",Verb,pi'el,"to express, to state (an opinion)"
לָחוּל,lachul,"['ח', 'ו', 'ל']",Verb,pa'al,"to occur, to be in force, to fall due"
לְהִתְחוֹלֵל,lehitcholel,"['ח', 'ו', 'ל']",Verb,hitpa'el,"to occur, to take place"
לְהָחִיל,lehachil,"['ח', 'ו', 'ל']",Verb,hif'il,"to apply, to enforce, to put in force"
לְחוֹלֵל,lecholel,"['ח', 'ו', 'ל']",Verb,pi'el,to dance (archaic)
חוֹל,chol,[],Noun,masculine,sand; dunes (in plural)
חוּם,chum,[],Adjective,brown,
חוֹמָה,choma,[],Noun,feminine,wall (of a city or a fortress)
חוּמוּס,chumus,[],Noun,masculine,hummus (food)
לָחוּס,lachus,"['ח', 'ו', 'ס']",Verb,pa'al,"to spare, to pity (על)"
חוֹף,chof,[],Noun,masculine,"shore, coast, beach"
חִיצוֹן,chitzon,"['ח', 'ו', 'ץ']",Adjective,"exterior, external",
חִיצוֹנִי,chitzoni,"['ח', 'ו', 'ץ']",Adjective,"exterior, external",
חוּץ,chutz,"['ח', 'ו', 'ץ']",Noun,outside; (ball games) out,
לְהִתְחַווֵּר,lehitchaver,"['ח', 'ו', 'ר']",Verb,hitpa'el,to be clarified
לְהַחֲווִיר,lehachavir,"['ח', 'ו', 'ר']",Verb,hif'il,to turn pale
חִיווֵּר,chiver,"['ח', 'ו', 'ר']",Adjective,kittel pattern,pale
חִיווָּרוֹן,chivaron,"['ח', 'ו', 'ר']",Noun,"kittalon pattern, masculine",pallor
לָחוּשׁ,lachush,"['ח', 'ו', 'ש']",Verb,pa'al,"to sense, to feel (ב-); to hurry"
לְהָחִישׁ,lehachish,"['ח', 'ו', 'ש']",Verb,hif'il,"to accelerate, to hasten"
תְּחוּשָׁה,tchusha,"['ח', 'ו', 'ש']",Noun,"tkula pattern, feminine",feeling
מוּחָשׁ,muchash,"['ח', 'ו', 'ש']",Adjective,muktal pattern,"tangible, concrete, perceptible (rare)"
מוּחָשִׁי,muchashi,"['ח', 'ו', 'ש']",Adjective,"tangible, concrete, perceptible (rare)",
תְּחוּשָׁתִי,tchushati,"['ח', 'ו', 'ש']",Adjective,"sensory, related to senses (physiology)",
חָזֶה,chaze,[],Noun,masculine,"chest, bosom"
תַּחֲזִית,tachazit,"['ח', 'ז', 'ה']",Noun,"taktit pattern, feminine","forecast, prediction"
לַחֲזוֹת,lachazot,"['ח', 'ז', 'ה']",Verb,pa'al,"to predict, to visualise"
לְהִתְחַזּוֹת,lehitchazot,"['ח', 'ז', 'ה']",Verb,hitpa'el,to impersonate (ל-)
חֲזִית,chazit,"['ח', 'ז', 'ה']",Noun,feminine,"facade, front; battlefront (military)"
הִתְחַזּוּת,hitchazut,"['ח', 'ז', 'ה']",Noun,"hitkattlut pattern, feminine",impersonation
מַחֲזֶה,machaze,"['ח', 'ז', 'ה']",Noun,"miktal pattern, masculine","play (theatre); view, sight, scene"
חוֹזֶה,choze,"['ח', 'ז', 'ה']",Noun,"kotel pattern, masculine","contract, agreement"
חוֹזֶה,choze,"['ח', 'ז', 'ה']",Noun,"kotel pattern, masculine","prophet, seer"
חָזוֹן,chazon,"['ח', 'ז', 'ה']",Noun,masculine,"dream, vision; prophecy"
לְהֵיחָזוֹת,lehechazot,"['ח', 'ז', 'ה']",Verb,nif'al,"to be foreseen, to be expected"
מַחֲזַאי,machazay,"['ח', 'ז', 'ה']",Noun,masculine,playwright
חִיזָּיוֹן,chizayon,"['ח', 'ז', 'ה']",Noun,"kittalon pattern, masculine","spectacle, sight, show; dream, vision (lit.)"
חֲזִייָּה,chaziya,[],Noun,masculine,"bra, brassiere"
חֲזִיר,chazir,[],Noun,masculine,pig
חַזָּן,chazan,"['ח', 'ז', 'ן']",Noun,"kattal pattern, masculine",cantor
הַחְזָקָה,hachzaka,"['ח', 'ז', 'ק']",Noun,"haktala pattern, feminine","holding, holding on, grasping; storage; confinement, incarceration; maintaining (principle, belief); possession"
לְהִתְחַזֵּק,lehitchazek,"['ח', 'ז', 'ק']",Verb,hitpa'el,"to strengthen, to become stronger"
לְהַחְזִיק,lehachzik,"['ח', 'ז', 'ק']",Verb,hif'il,"to hold, to grip"
חִיזּוּק,chizuk,"['ח', 'ז', 'ק']",Noun,"kittul pattern, masculine","strengthening, reinforcement"
לַחֲזוֹק,lachazok,"['ח', 'ז', 'ק']",Verb,pa'al,"to be strong; to become stronger, to strengthen (archaic)"
חוֹזֶק,chozek,"['ח', 'ז', 'ק']",Noun,"kotel pattern, masculine","strength, power (rare)"
חָזָק,chazak,"['ח', 'ז', 'ק']",Adjective,katal pattern,"strong, powerful"
חֲזָקָה,chazaka,"['ח', 'ז', 'ק']",Noun,"ktala pattern, feminine","presumption, commonly accepted fact; possession"
חֶזְקָה,chezka,"['ח', 'ז', 'ק']",Noun,"kitla pattern, feminine",power (mathematics)
לְחַזֵּק,lechazek,"['ח', 'ז', 'ק']",Verb,pi'el,to strengthen
תַּחְזוּקָה,tachzuka,"['ח', 'ז', 'ק']",Noun,"taktula pattern, feminine",maintenance
חִיזּוּר,chizur,"['ח', 'ז', 'ר']",Noun,"kittul pattern, masculine",reduction (chemistry)
חִיזּוּר,chizur,"['ח', 'ז', 'ר']",Noun,"kittul pattern, masculine","courting, wooing"
לְהַחֲזִיר,lehachazir,"['ח', 'ז', 'ר']",Verb,hif'il,to return (transitive)
הֶחְזֵר,hechzer,"['ח', 'ז', 'ר']",Noun,"hektel pattern, masculine",refund; return
מַחְזוֹר,machzor,"['ח', 'ז', 'ר']",Noun,"miktol pattern, masculine","cycle, period; circulation, turnover; machzor (prayer book)"
חֲזָרָה,chazara,"['ח', 'ז', 'ר']",Noun,"ktala pattern, feminine","returning, the way back, retreat; rehearsal, repetition"
לַחֲזוֹר,lachazor,"['ח', 'ז', 'ר']",Verb,pa'al,to return (intransitive); to repeat (על)
לְחַזֵּר,lechazer,"['ח', 'ז', 'ר']",Verb,pi'el,"to court, to woo someone (אחרי)"
לְהִתְחַזֵּר,lehitchazer,"['ח', 'ז', 'ר']",Verb,hitpa'el,"to hog, to consume greedily (על)"
חַזֶּרֶת,chazeret,"['ח', 'ז', 'ר']",Noun,"kattelet pattern, feminine",mumps (medicine)
חַזֶּרֶת,chazeret,"['ח', 'ז', 'ר']",Noun,"kattelet pattern, feminine",horseradish
לְהַחֲטִיא,lehachati,"['ח', 'ט', 'א']",Verb,hif'il,"to miss, to misfire"
לַחֲטוֹא,lachato,"['ח', 'ט', 'א']",Verb,pa'al,to sin
לְהִתְחַטֵּא,lehitchate,"['ח', 'ט', 'א']",Verb,hitpa'el,to be purified (of sin) (bibl.); to ingratiate oneself (lit.)
לְחַטֵּא,lechate,"['ח', 'ט', 'א']",Verb,pi'el,"to disinfect, to purify"
חֶטְא,chet,"['ח', 'ט', 'א']",Noun,sin,
לַחְטוֹב,lachtov,"['ח', 'ט', 'ב']",Verb,pa'al,"to chop, to hew"
חֲטִיבָה,chativa,"['ח', 'ט', 'ב']",Noun,"ktila pattern, feminine","department, division (of organization); middle school; brigade (military)"
חֲטִיבָה,chativa,"['ח', 'ט', 'ב']",Noun,"ktila pattern, feminine",tree felling
לְהֵיחָטֵב,lehechatev,"['ח', 'ט', 'ב']",Verb,nif'al,"to be chopped, hewn"
לְחַטֵּט,lechatet,"['ח', 'ט', 'ט']",Verb,pi'el,"to pry, to probe"
חֶט,chet,"['ח', 'ט', 'ט']",Noun,"ketel pattern, masculine",tusk
חָטָט,chatat,"['ח', 'ט', 'ט']",Noun,"katal pattern, masculine",pimple
לְהַחְטִיף,lehachtif,"['ח', 'ט', 'ף']",Verb,hif'il,to smack (ל-)
חָטוּף,chatuf,"['ח', 'ט', 'ף']",Adjective,katul pattern,"kidnapped, captured; brief, momentary"
חֲטִיפָה,chatifa,"['ח', 'ט', 'ף']",Noun,"ktila pattern, feminine","kidnapping, hijacking; grabbing, snatching"
לְהֵיחָטֵף,lehechatef,"['ח', 'ט', 'ף']",Verb,nif'al,"to be snatched, kidnapped"
לַחְטוֹף,lachtof,"['ח', 'ט', 'ף']",Verb,pa'al,"to snatch, to kidnap"
חָטִיף,chatif,"['ח', 'ט', 'ף']",Noun,"katil pattern, masculine",snack
הַחְייָאָה,hachya'a,"['ח', 'י', 'א']",Noun,"haktala pattern, feminine","resuscitation; rejuvenation, revitalization, reinvigoration"
לְהִתְחַייֵּב,lehitchayev,"['ח', 'י', 'ב']",Verb,hitpa'el,"to commit, to undertake"
לְחַייֵּב,lechayev,"['ח', 'י', 'ב']",Verb,pi'el,"to charge, to require, to oblige, to force someone"
מְחוּיָּב,mechuyav,"['ח', 'י', 'ב']",Adjective,mekuttal pattern,"obliged, committed"
חוֹבָה,chova,"['ח', 'י', 'ב']",Noun,feminine,obligation; debt
חַייָּב,chayav,"['ח', 'י', 'ב']",Noun,"kattal pattern, masculine",debtor
חַייָּב,chayav,"['ח', 'י', 'ב']",Adjective,kattal pattern,"must, should, bound, obliged"
חוֹב,chov,"['ח', 'י', 'ב']",Noun,masculine,debt
חִיּוּב,chiyuv,"['ח', 'י', 'ב']",Noun,"kittul pattern, masculine","obligation, debit; positivity, agreement; conviction"
חִיּוּבִי,chiyuvi,"['ח', 'י', 'ב']",Noun,masculine,positive
חִיּוּבִי,chiyuvi,"['ח', 'י', 'ב']",Adjective,positive,
הִתְחַייְּבוּת,hitchayvut,"['ח', 'י', 'ב']",Noun,"hitkattlut pattern, feminine","liability, commitment, undertaking"
מְחוּיָּבוּת,mechuyavut,"['ח', 'י', 'ב']",Noun,feminine,"obligation, responsibility, commitment"
לְחַייֵּג,lechayeg,"['ח', 'י', 'ג']",Verb,pi'el,"to dial, to call"
חִיּוּג,chiyug,"['ח', 'י', 'ג']",Noun,"kittul pattern, masculine",dialing (phone number)
לְחַייֵּהַּ,lechayea(h),"['ח', 'י', 'ה']",Verb,pi'el,"to vitalize, to rejuvenate (lit.); to allow to live (lit.)"
חַייָּט,chayat,"['ח', 'י', 'ט']",Noun,"kattal pattern, masculine",tailor
לְחַייֵּט,lechayet,"['ח', 'י', 'ט']",Verb,pi'el,"to tailor, to sew (lit.)"
חִיּוּת,chiyut,"['ח', 'י', 'ה']",Noun,feminine,"vitality, liveliness"
לְהַחֲיוֹת,lehachayot,"['ח', 'י', 'ה']",Verb,hif'il,"to revive, to resuscitate"
תְּחִייָּה,tchiya,"['ח', 'י', 'ה']",Noun,"tkilla pattern, feminine","revival, renaissance"
חַיִּים,chayim,"['ח', 'י', 'ה']",Noun,"kal pattern, masculine, plural",life
מִחְיָה,michya,"['ח', 'י', 'ה']",Noun,"miktal pattern, feminine","sustenance, means for a living"
חַיָּה,chaya,"['ח', 'י', 'ה']",Noun,"katla pattern, feminine","animal, beast"
חַי,chay,"['ח', 'י', 'ה']",Adjective,kal pattern,"live, alive, living"
לִחְיוֹת,lichyot,"['ח', 'י', 'ה']",Verb,pa'al,to live
חִיּוּנִי,chiyuni,"['ח', 'י', 'ה']",Adjective,"vital, crucial; vibrant, vivacious",
חַייְזָר,chayzar,[],Noun,"👽 alien, extraterrestrial life from",
לְחַייֵּךְ,lechayech,"['ח', 'י', 'ך']",Verb,pi'el,to smile
חִיּוּךְ,chiyuch,"['ח', 'י', 'ך']",Noun,"kittul pattern, masculine",☺️ smile
חַייְכָן,chaychan,"['ח', 'י', 'ך']",Adjective,katlan pattern,"someone prone to smile, smiler"
מְחוּיָּךְ,mechuyach,"['ח', 'י', 'ך']",Adjective,mekuttal pattern,smiling
לְחוֹלֵל,lecholel,"['ח', 'י', 'ל']",Verb,pi'el,"to cause, to generate, to create"
לְהִתְחוֹלֵל,lehitcholel,"['ח', 'י', 'ל']",Verb,hitpa'el,"to occur, to take place"
חַייָּל,chayal,"['ח', 'י', 'ל']",Noun,"kattal pattern, masculine",soldier
תְּחוּלָה,tchula,"['ח', 'י', 'ל']",Noun,"tkula pattern, feminine","inception, effective date (legal)"
לְחַייֵּל,lechayel,"['ח', 'י', 'ל']",Verb,pi'el,"to enlist, to draft"
חַיִל,chayil,"['ח', 'י', 'ל']",Noun,"ketel pattern, masculine","force, corps (military); army; strength, courage, valour"
לְחַייֵּץ,lechayetz,"['ח', 'י', 'ץ']",Verb,pi'el,extrapolate (mathematics)
